what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408735136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408737048
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408744564
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408752434
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408826322
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260408826334
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408830646
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408831905
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260408838215
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260408841497
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408844414
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408861295
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408862628
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408877886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408910527
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408987328
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409011247
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409028157
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409032737
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409036132
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260409048164
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260409048937
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409058959
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409060896
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1260409064795
