what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_18-ea",1260458097617
java.vm.info,sysinfo,,,"mixed mode",1260458097617
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1260458097617
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1260458097617
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1260458097617
java.vm.specification.version,sysinfo,,,"1.0",1260458097617
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1260458097617
java.vm.version,sysinfo,,,"16.0-b10",1260458097617
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260458134790
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260458136629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260458156454
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1260458156462
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1260458156462
error,log,,,"FDT log: No message gotten.",1260458156606
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1260458156662
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1260458160370
started,bundle,com.powerflasher.fdt.core.launch,3.5.0.1040,"com.powerflasher.fdt.core.launch",1260458167880
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260458167888
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260458169325
closed,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260458169326
opened,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260458171616
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260458171679
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260458176635
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260458179074
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.Rename",1260458179079
