what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385516840
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385518786
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385529171
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260385529185
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385530047
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260385533504
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385534197
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260385536130
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385536315
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260385538008
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385538878
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1260385541729
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1260385543908
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385544973
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260385546712
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385547379
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1260385549968
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260385551769
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1260385553083
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385554086
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260385556363
opened,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385556552
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385556621
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260385561057
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385561746
