what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406831475
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406892428
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260406892436
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406925680
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407381459
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260407381470
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260407391393
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407394553
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407581157
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260407581254
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260407582528
started,bundle,org.eclipse.mylyn.java.tasks,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.java.tasks",1260407582606
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260407583343
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260407584065
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407593557
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407749790
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407753607
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407845329
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.saveAll",1260407848316
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260407851534
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260407859385
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260408190028
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260408190197
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260408193108
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260408213087
