what,kind,bundleId,bundleVersion,description,time
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409235806
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409333875
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409334071
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409368057
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409369632
closed,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409371622
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409371660
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1260409371665
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409374883
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409400610
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409400859
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409404106
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409404283
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260409530313
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260409595977
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409611298
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409654292
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260409656373
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260413217292
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260413217403
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1260413220542
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1260413222418
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260413222846
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260413226676
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260458005730
