what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260406512390
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260406523438
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406525831
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406529228
error,log,,,"FDT log: No message gotten.",1260406529360
error,log,,,"FDT log: No message gotten.",1260406529733
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260406532587
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260406536064
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260406538365
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260406540557
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1260406542832
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260406547800
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260406548427
error,log,,,"FDT log: No message gotten.",1260406550111
error,log,,,"FDT log: No message gotten.",1260406550119
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1260406550119
error,log,,,"FDT log: No message gotten.",1260406552359
error,log,,,"FDT log: No message gotten.",1260406552366
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1260406552366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406560313
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406563224
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1260406563230
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260406572799
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260406577401
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260406584417
