what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385565104
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260385567347
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260385572710
executed,command,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.actions.OrganizeImports",1260385574729
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385575278
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1260385577418
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1260385578435
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385587564
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385589721
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385590786
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385594703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260385595588
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388491872
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388495030
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388529467
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388552123
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388682939
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388683054
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388683699
activated,view,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.views.FlashExplorer",1260388689652
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388690481
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388693926
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388788525
activated,editor,com.powerflasher.fdt.ui,3.5.0.1040,"com.powerflasher.fdt.ui.editor.ASEditor",1260388788656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260388816133
